User,"User email",Store,Amount,"Exit Click Id","Event Time",Status
"Mylene Larson",anderson.lindsay@example.com,5,Heathcote-Bogisich,244,"2023-02-07 05:42:48",2
"Nolan Metz",vonrueden.judson@example.com,3.5,"Jakubowski, Lang and Rosenbaum",203,"2023-02-07 05:42:48",1
"Mariela Wunsch",rory.dare@example.net,2.5,"Willms PLC",411,"2023-02-07 05:42:48",4
"Finance Manager",finance@trs.com,0.5,Cormier-Brakus,24,"2023-02-07 05:42:48",4
"Super Admin",admin@trs.com,5,"Quitzon Ltd",388,"2023-02-07 05:42:48",4
"Lilliana Armstrong",bell.ledner@example.com,0.5,Stehr-Conroy,240,"2023-02-07 05:42:48",1
"Lilliana Armstrong",bell.ledner@example.com,1.5,"Weber LLC",339,"2023-02-07 05:42:48",3
"Mylene Larson",anderson.lindsay@example.com,1.5,"Bode, Cummerata and Keeling",769,"2023-02-07 05:42:48",4
"Citlalli Johns",adelia96@example.org,2,"Baumbach, Will and Reynolds",59,"2023-02-07 05:42:48",2
"Lilliana Armstrong",bell.ledner@example.com,4,"Barrows PLC",909,"2023-02-07 05:42:48",3
"Parker Altenwerth",barrows.casimir@example.org,3.5,"Jakubowski, Lang and Rosenbaum",502,"2023-02-07 05:42:48",1
"Mervin Klocko",dframi@example.net,1,"Batz LLC",309,"2023-02-07 05:42:48",4
"Maudie Kling",stroman.rosalind@example.com,4,"Bogan Inc",40,"2023-02-07 05:42:48",4
"Elisabeth Gleason",lionel76@example.org,2.5,Cole-Koch,759,"2023-02-07 05:42:48",3
"Mariela Wunsch",rory.dare@example.net,1.5,Senger-Donnelly,933,"2023-02-07 05:42:48",2
"Randall Kreiger",lavon.kris@example.org,4.5,"Bogan Inc",8,"2023-02-07 05:42:48",4
"Demond Becker",eleannon@example.net,5,"Baumbach, Will and Reynolds",293,"2023-02-07 05:42:48",1
"Jenifer Volkman",janet32@example.com,3,Stehr-Conroy,718,"2023-02-07 05:42:48",3
"Merl Kiehn",jmayert@example.net,5,"Weber LLC",230,"2023-02-07 05:42:48",3
"Benedict Stark",madaline28@example.org,2,"Lehner PLC",332,"2023-02-07 05:42:48",1
"Izaiah Sawayn",vandervort.josianne@example.org,1,"Abernathy Inc",889,"2023-02-07 05:42:48",1
"Maynard Klein",anabelle46@example.org,1.5,"Auer, Fadel and Legros",428,"2023-02-07 05:42:48",1
"Alysa Kuhlman",scottie87@example.org,5,Carroll-Goldner,756,"2023-02-07 05:42:48",2
"Charles Daniel",ernestina.corkery@example.com,5,"Barrows PLC",588,"2023-02-07 05:42:48",3
"Benedict Stark",madaline28@example.org,2.5,"Brekke, Kuvalis and Beatty",996,"2023-02-07 05:42:48",2
"Mervin Klocko",dframi@example.net,5,Carroll-Goldner,638,"2023-02-07 05:42:48",3
"Sandra Farrell",jrutherford@example.org,5,Klocko-Mohr,225,"2023-02-07 05:42:48",1
"Parker Altenwerth",barrows.casimir@example.org,1.5,"O'Reilly, Crona and Runolfsson",371,"2023-02-07 05:42:48",1
"Sandra Farrell",jrutherford@example.org,4,Walker-Collins,702,"2023-02-07 05:42:48",2
"Elisabeth Gleason",lionel76@example.org,4.5,Gislason-Erdman,198,"2023-02-07 05:42:48",2
"Peggie Weimann",tromp.brandi@example.org,3,"O'Reilly, Crona and Runolfsson",554,"2023-02-07 05:42:48",1
"Demond Becker",eleannon@example.net,3,"Dooley Inc",369,"2023-02-07 05:42:48",2
"Jaquelin Schimmel",predovic.delta@example.net,4.5,"Lindgren, Fritsch and Schiller",649,"2023-02-07 05:42:48",4
"Benedict Stark",madaline28@example.org,1,Reilly-Auer,485,"2023-02-07 05:42:48",4
"Super Admin",admin@trs.com,4,"Veum, Jacobi and Abshire",647,"2023-02-07 05:42:48",1
"Leanne Pfeffer",elsa04@example.org,1,"Bogan Inc",392,"2023-02-07 05:42:48",3
"Izaiah Sawayn",vandervort.josianne@example.org,2.5,"Bode, Cummerata and Keeling",581,"2023-02-07 05:42:48",2
"Lilliana Armstrong",bell.ledner@example.com,2.5,"Weber LLC",52,"2023-02-07 05:42:48",4
"Darryl Wuckert",jessie.bailey@example.org,4.5,"Rath, Glover and Mohr",67,"2023-02-07 05:42:48",1
"Darryl Wuckert",jessie.bailey@example.org,0.5,"Barrows PLC",103,"2023-02-07 05:42:48",4
"Jenifer Volkman",janet32@example.com,1.5,"Bechtelar Group",131,"2023-02-07 05:42:48",2
"Isaiah Torphy",price.richard@example.org,1.5,"Zieme PLC",843,"2023-02-07 05:42:48",4
"Randall Kreiger",lavon.kris@example.org,3,"Rath, Glover and Mohr",397,"2023-02-07 05:42:48",3
"Reinhold Wiza",cordie.hagenes@example.org,3.5,Adams-Volkman,904,"2023-02-07 05:42:48",2
"London Murphy",xfay@example.com,1,"Veum, Jacobi and Abshire",915,"2023-02-07 05:42:48",4
"Citlalli Johns",adelia96@example.org,1.5,"Beier, Sporer and Larson",775,"2023-02-07 05:42:48",3
"Mac Bahringer",krajcik.christina@example.org,3.5,"Auer, Fadel and Legros",698,"2023-02-07 05:42:48",3
"Loma Spencer",eldora.quitzon@example.org,2.5,"Dooley Inc",521,"2023-02-07 05:42:48",2
"Merl Kiehn",jmayert@example.net,3,"Rath, Glover and Mohr",395,"2023-02-07 05:42:48",4
"Destiney Haag",ustoltenberg@example.org,1,"Schiller PLC",348,"2023-02-07 05:42:48",3
"Ericka Wyman",fsporer@example.net,4,"Baumbach, Will and Reynolds",988,"2023-02-07 05:42:48",3
"Demond Becker",eleannon@example.net,1.5,Batz-Cronin,745,"2023-02-07 05:42:48",4
"Evalyn Runolfsson",kwhite@example.org,3,"Auer, Fadel and Legros",306,"2023-02-07 05:42:48",4
"Destiney Haag",ustoltenberg@example.org,2,"Bechtelar Group",962,"2023-02-07 05:42:48",1
"Amalia Rice",annamae.rau@example.org,4.5,Stehr-Conroy,874,"2023-02-07 05:42:48",4
"Shaina Beatty",ozella92@example.net,1.5,Stehr-Conroy,901,"2023-02-07 05:42:48",1
"Cortney Bode",erik.gulgowski@example.org,3.5,"Beier, Sporer and Larson",679,"2023-02-07 05:42:48",1
"Maynard Klein",anabelle46@example.org,4,"Quitzon Ltd",85,"2023-02-07 05:42:48",4
"Lottie Zulauf",ocartwright@example.net,2.5,Stehr-Conroy,911,"2023-02-07 05:42:48",4
"Mac Bahringer",krajcik.christina@example.org,2.5,Carroll-Goldner,670,"2023-02-07 05:42:48",1
"Alysa Kuhlman",scottie87@example.org,0.5,"Weber LLC",443,"2023-02-07 05:42:48",1
"Mervin Klocko",dframi@example.net,3,Adams-Volkman,551,"2023-02-07 05:42:48",2
"Demond Becker",eleannon@example.net,4.5,"Lindgren, Fritsch and Schiller",526,"2023-02-07 05:42:48",3
"Lavinia Aufderhar",rice.jeffrey@example.net,3,"Bechtelar Group",763,"2023-02-07 05:42:48",4
"Santina Grimes",graham.carrie@example.net,1.5,"Lehner PLC",660,"2023-02-07 05:42:48",2
"Elisabeth Gleason",lionel76@example.org,5,Berge-Swaniawski,898,"2023-02-07 05:42:48",4
"Timmy Legros",willms.reece@example.net,4.5,Adams-Volkman,148,"2023-02-07 05:42:48",2
"Parker Altenwerth",barrows.casimir@example.org,1.5,Klocko-Mohr,710,"2023-02-07 05:42:48",2
"Gillian Crist",sweber@example.net,2.5,"Willms PLC",925,"2023-02-07 05:42:48",3
"Charles Daniel",ernestina.corkery@example.com,4,Cormier-Brakus,690,"2023-02-07 05:42:48",1
"Lea Kuphal",kub.arvel@example.com,1,"Quitzon Ltd",434,"2023-02-07 05:42:48",3
"Jenifer Volkman",janet32@example.com,2.5,"Gorczany, Schmidt and Rau",266,"2023-02-07 05:42:48",3
"Evalyn Runolfsson",kwhite@example.org,3,Tromp-Keebler,884,"2023-02-07 05:42:48",4
"Maynard Klein",anabelle46@example.org,2.5,"Kuhn Group",592,"2023-02-07 05:42:48",4
"Lilliana Armstrong",bell.ledner@example.com,4.5,"Kuhn Group",868,"2023-02-07 05:42:48",1
"Jana Hettinger",johnston.willis@example.net,1.5,"Auer, Fadel and Legros",42,"2023-02-07 05:42:48",3
"Mariela Wunsch",rory.dare@example.net,4,Berge-Swaniawski,597,"2023-02-07 05:42:48",3
"Finance Manager",finance@trs.com,0.5,"Willms PLC",864,"2023-02-07 05:42:48",2
"Sandra Farrell",jrutherford@example.org,1,"Hegmann, O'Keefe and McDermott",147,"2023-02-07 05:42:48",1
"Maynard Klein",anabelle46@example.org,2.5,"Rempel, Nolan and Walker",106,"2023-02-07 05:42:48",4
"Evalyn Runolfsson",kwhite@example.org,2.5,"Veum, Jacobi and Abshire",669,"2023-02-07 05:42:48",3
"Elisabeth Gleason",lionel76@example.org,0.5,"Schiller PLC",945,"2023-02-07 05:42:48",1
"Jedediah Ankunding",shayne.zieme@example.net,0.5,"Bogan Inc",141,"2023-02-07 05:42:48",3
"Jedediah Ankunding",shayne.zieme@example.net,3,"Zieme PLC",217,"2023-02-07 05:42:48",2
"Lea Kuphal",kub.arvel@example.com,4.5,"Hirthe, Kshlerin and Buckridge",414,"2023-02-07 05:42:48",4
"Darryl Wuckert",jessie.bailey@example.org,2,"McClure and Sons",88,"2023-02-07 05:42:48",2
"Izaiah Sawayn",vandervort.josianne@example.org,1.5,Klocko-Mohr,449,"2023-02-07 05:42:48",4
"Reinhold Wiza",cordie.hagenes@example.org,0.5,"Kuhn Group",418,"2023-02-07 05:42:48",4
"Santina Grimes",graham.carrie@example.net,1,Tromp-Keebler,847,"2023-02-07 05:42:48",2
"Ericka Wyman",fsporer@example.net,2.5,Reilly-Auer,510,"2023-02-07 05:42:48",1
"Randall Kreiger",lavon.kris@example.org,1.5,Cormier-Brakus,534,"2023-02-07 05:42:48",3
"Citlalli Johns",adelia96@example.org,4.5,"Welch, Streich and Hahn",431,"2023-02-07 05:42:48",2
"Izaiah Sawayn",vandervort.josianne@example.org,0.5,"Lehner PLC",817,"2023-02-07 05:42:48",4
"Susana Cummerata",timmothy55@example.com,3,"Bode, Cummerata and Keeling",993,"2023-02-07 05:42:48",2
"Reinhold Wiza",cordie.hagenes@example.org,2.5,"Zieme PLC",482,"2023-02-07 05:42:48",3
"Mac Bahringer",krajcik.christina@example.org,3,"Langosh, Ruecker and Schuppe",447,"2023-02-07 05:42:48",2
"Destiney Haag",ustoltenberg@example.org,0.5,"Hirthe, Kshlerin and Buckridge",982,"2023-02-07 05:42:48",2
"Ericka Wyman",fsporer@example.net,3,"Zieme PLC",813,"2023-02-07 05:42:48",3
"Lottie Zulauf",ocartwright@example.net,5,"Veum, Jacobi and Abshire",634,"2023-02-07 05:42:48",1
"Gillian Crist",sweber@example.net,0.5,Cole-Koch,53,"2023-02-07 05:42:48",2
"Jana Hettinger",johnston.willis@example.net,0.5,Reilly-Auer,368,"2023-02-07 05:42:48",3
"Mac Bahringer",krajcik.christina@example.org,4,"Quitzon Ltd",14,"2023-02-07 05:42:48",1
"Merl Kiehn",jmayert@example.net,1,Batz-Cronin,390,"2023-02-07 05:42:48",4
"Susana Cummerata",timmothy55@example.com,5,"Jerde, Dietrich and Hane",776,"2023-02-07 05:42:48",1
"Jedediah Ankunding",shayne.zieme@example.net,1.5,"Hirthe, Kshlerin and Buckridge",261,"2023-02-07 05:42:48",2
"Peggie Weimann",tromp.brandi@example.org,4.5,"Zieme PLC",79,"2023-02-07 05:42:48",1
"Isaiah Torphy",price.richard@example.org,1,"Hegmann, O'Keefe and McDermott",964,"2023-02-07 05:42:48",2
"Jedediah Ankunding",shayne.zieme@example.net,2.5,"Beier, Sporer and Larson",975,"2023-02-07 05:42:48",2
"Elisabeth Gleason",lionel76@example.org,3.5,"Brekke, Kuvalis and Beatty",330,"2023-02-07 05:42:48",2
"Ericka Wyman",fsporer@example.net,3.5,"Rempel, Nolan and Walker",545,"2023-02-07 05:42:48",4
"Sandra Farrell",jrutherford@example.org,3,"Auer, Fadel and Legros",150,"2023-02-07 05:42:48",1
"Reinhold Wiza",cordie.hagenes@example.org,1.5,"Welch, Streich and Hahn",973,"2023-02-07 05:42:48",3
"Jenifer Volkman",janet32@example.com,1.5,Batz-Cronin,762,"2023-02-07 05:42:48",2
"Super Admin",admin@trs.com,4,Cole-Koch,578,"2023-02-07 05:42:48",1
"Jenifer Volkman",janet32@example.com,3.5,Reilly-Auer,123,"2023-02-07 05:42:48",1
"Sandra Farrell",jrutherford@example.org,3,"Weber LLC",997,"2023-02-07 05:42:48",3
"Ayana Harvey",kling.colt@example.com,0.5,Berge-Swaniawski,757,"2023-02-07 05:42:48",1
"Lilliana Armstrong",bell.ledner@example.com,0.5,"Kerluke Inc",607,"2023-02-07 05:42:48",3
"Alysa Kuhlman",scottie87@example.org,3,Klocko-Mohr,611,"2023-02-07 05:42:48",3
"Izaiah Sawayn",vandervort.josianne@example.org,3,"Abernathy Inc",175,"2023-02-07 05:42:48",2
"Mylene Larson",anderson.lindsay@example.com,3,Carroll-Goldner,968,"2023-02-07 05:42:48",3
"Ericka Wyman",fsporer@example.net,2,Berge-Swaniawski,961,"2023-02-07 05:42:48",3
"Jana Hettinger",johnston.willis@example.net,5,"Kerluke Inc",890,"2023-02-07 05:42:48",3
"Reinhold Wiza",cordie.hagenes@example.org,4.5,Batz-Cronin,712,"2023-02-07 05:42:48",4
"Domenic Gusikowski",mccullough.abbie@example.com,3.5,"O'Reilly, Crona and Runolfsson",912,"2023-02-07 05:42:48",4
"Super Admin",admin@trs.com,2,Batz-Cronin,125,"2023-02-07 05:42:48",3
"Mac Bahringer",krajcik.christina@example.org,3.5,"Quitzon Ltd",563,"2023-02-07 05:42:48",3
"Citlalli Johns",adelia96@example.org,4,"Bode, Cummerata and Keeling",664,"2023-02-07 05:42:48",2
"Charles Daniel",ernestina.corkery@example.com,0.5,"Hegmann, O'Keefe and McDermott",892,"2023-02-07 05:42:48",1
"Nolan Metz",vonrueden.judson@example.com,1,Cole-Koch,522,"2023-02-07 05:42:48",2
"Mylene Larson",anderson.lindsay@example.com,4,Heathcote-Bogisich,542,"2023-02-07 05:42:48",1
"Izaiah Sawayn",vandervort.josianne@example.org,0.5,Berge-Swaniawski,897,"2023-02-07 05:42:48",1
"Citlalli Johns",adelia96@example.org,5,"Rath, Glover and Mohr",617,"2023-02-07 05:42:48",4
"Leanne Pfeffer",elsa04@example.org,5,"Zieme PLC",828,"2023-02-07 05:42:48",3
"Lottie Zulauf",ocartwright@example.net,3,"Kuhn Group",271,"2023-02-07 05:42:48",4
"Susana Cummerata",timmothy55@example.com,3,"Cole Inc",539,"2023-02-07 05:42:48",4
"Mervin Klocko",dframi@example.net,0.5,Gislason-Erdman,605,"2023-02-07 05:42:48",1
"Esperanza Emard",yost.marlene@example.net,3,"Hegmann, O'Keefe and McDermott",680,"2023-02-07 05:42:48",2
"London Murphy",xfay@example.com,5,"Turner Inc",820,"2023-02-07 05:42:48",3
"Gillian Crist",sweber@example.net,1,"Lindgren, Fritsch and Schiller",640,"2023-02-07 05:42:48",3
"Super Admin",admin@trs.com,3.5,Carroll-Goldner,138,"2023-02-07 05:42:48",1
"Maudie Kling",stroman.rosalind@example.com,0.5,Heathcote-Bogisich,808,"2023-02-07 05:42:48",1
"Demond Becker",eleannon@example.net,3.5,"Schiller PLC",927,"2023-02-07 05:42:48",2
"Ayana Harvey",kling.colt@example.com,4.5,"Hegmann, O'Keefe and McDermott",727,"2023-02-07 05:42:48",3
"Alysa Kuhlman",scottie87@example.org,2,"Barrows PLC",241,"2023-02-07 05:42:48",1
"Nolan Metz",vonrueden.judson@example.com,1.5,Adams-Volkman,503,"2023-02-07 05:42:48",4
"Merl Kiehn",jmayert@example.net,0.5,"Weber LLC",416,"2023-02-07 05:42:48",2
"Domenic Gusikowski",mccullough.abbie@example.com,3,Stehr-Conroy,907,"2023-02-07 05:42:48",3
"Finance Manager",finance@trs.com,4.5,"Langosh, Ruecker and Schuppe",754,"2023-02-07 05:42:48",1
"Mylene Larson",anderson.lindsay@example.com,1,"Weber LLC",190,"2023-02-07 05:42:48",1
"Lavinia Aufderhar",rice.jeffrey@example.net,0.5,"Rempel, Nolan and Walker",632,"2023-02-07 05:42:48",2
"Haley Waters",carmen63@example.org,1,"Lindgren, Fritsch and Schiller",383,"2023-02-07 05:42:48",2
"Parker Altenwerth",barrows.casimir@example.org,4,"Batz LLC",948,"2023-02-07 05:42:48",1
"Jaquelin Schimmel",predovic.delta@example.net,2.5,"Welch, Streich and Hahn",375,"2023-02-07 05:42:48",4
"Jaquelin Schimmel",predovic.delta@example.net,5,Cormier-Brakus,633,"2023-02-07 05:42:48",3
"Ericka Wyman",fsporer@example.net,3,Lindgren-Price,537,"2023-02-07 05:42:48",1
"Lilliana Armstrong",bell.ledner@example.com,4,"Bogan Inc",929,"2023-02-07 05:42:48",4
"Darryl Wuckert",jessie.bailey@example.org,1,"Dooley Group",19,"2023-02-07 05:42:48",1
"Jana Hettinger",johnston.willis@example.net,0.5,Batz-Cronin,989,"2023-02-07 05:42:48",4
"Parker Altenwerth",barrows.casimir@example.org,3.5,"Hegmann, O'Keefe and McDermott",193,"2023-02-07 05:42:48",2
"Sandra Farrell",jrutherford@example.org,2.5,"Hirthe, Kshlerin and Buckridge",323,"2023-02-07 05:42:48",2
"Maudie Kling",stroman.rosalind@example.com,1.5,Stehr-Conroy,327,"2023-02-07 05:42:48",4
"London Murphy",xfay@example.com,5,Heathcote-Bogisich,796,"2023-02-07 05:42:48",1
"Shaina Beatty",ozella92@example.net,2.5,"Brekke, Kuvalis and Beatty",825,"2023-02-07 05:42:48",4
"Maynard Klein",anabelle46@example.org,2,"Baumbach, Will and Reynolds",586,"2023-02-07 05:42:48",4
"Timmy Legros",willms.reece@example.net,5,Reilly-Auer,207,"2023-02-07 05:42:48",4
"Nolan Metz",vonrueden.judson@example.com,3.5,"Jerde, Dietrich and Hane",221,"2023-02-07 05:42:48",1
"Lottie Zulauf",ocartwright@example.net,0.5,Klocko-Mohr,571,"2023-02-07 05:42:48",3
"Parker Altenwerth",barrows.casimir@example.org,5,"Brekke, Kuvalis and Beatty",226,"2023-02-07 05:42:48",2
"Trystan Abernathy",mafalda70@example.org,4,Cole-Koch,84,"2023-02-07 05:42:48",2
"Lottie Zulauf",ocartwright@example.net,4.5,Walker-Collins,849,"2023-02-07 05:42:48",2
"Mariela Wunsch",rory.dare@example.net,0.5,Walker-Collins,533,"2023-02-07 05:42:48",3
"Sandra Farrell",jrutherford@example.org,2.5,"Willms PLC",781,"2023-02-07 05:42:48",4
"Gillian Crist",sweber@example.net,4.5,Walker-Collins,259,"2023-02-07 05:42:48",3
"Maynard Klein",anabelle46@example.org,5,Klocko-Mohr,398,"2023-02-07 05:42:48",4
"Haley Waters",carmen63@example.org,3,Cormier-Brakus,429,"2023-02-07 05:42:48",1
"Peggie Weimann",tromp.brandi@example.org,3,Cole-Koch,738,"2023-02-07 05:42:48",3
"Oda Stark",brielle.predovic@example.com,3.5,"Quitzon Ltd",621,"2023-02-07 05:42:48",1
"Haley Waters",carmen63@example.org,4.5,Berge-Swaniawski,940,"2023-02-07 05:42:48",2
"Peggie Weimann",tromp.brandi@example.org,1,Klocko-Mohr,305,"2023-02-07 05:42:48",1
"Trystan Abernathy",mafalda70@example.org,3,"Jerde, Dietrich and Hane",156,"2023-02-07 05:42:48",3
"Santina Grimes",graham.carrie@example.net,0.5,Stehr-Conroy,22,"2023-02-07 05:42:48",2
"Evalyn Runolfsson",kwhite@example.org,2.5,"Bode, Cummerata and Keeling",30,"2023-02-07 05:42:48",3
"Haley Waters",carmen63@example.org,2,"Jerde, Dietrich and Hane",576,"2023-02-07 05:42:48",1
"Lottie Zulauf",ocartwright@example.net,1.5,"McClure and Sons",603,"2023-02-07 05:42:48",3
"Citlalli Johns",adelia96@example.org,3,"McClure and Sons",70,"2023-02-07 05:42:48",3
"Izaiah Sawayn",vandervort.josianne@example.org,3,"Kerluke Inc",9,"2023-02-07 05:42:48",2
"Gillian Crist",sweber@example.net,4,"Willms PLC",180,"2023-02-07 05:42:48",4
"Merl Kiehn",jmayert@example.net,4,Klocko-Mohr,66,"2023-02-07 05:42:48",1
"Super Admin",admin@trs.com,5,"Jakubowski, Lang and Rosenbaum",513,"2023-02-07 05:42:48",5
"Evalyn Runolfsson",kwhite@example.org,4.5,"Turner Inc",777,"2023-02-07 05:42:48",2
"Ayana Harvey",kling.colt@example.com,1,"Batz LLC",361,"2023-02-07 05:42:48",3
"Ayana Harvey",kling.colt@example.com,4,"Lindgren, Fritsch and Schiller",54,"2023-02-07 05:42:48",4
"Benedict Stark",madaline28@example.org,3.5,Berge-Swaniawski,802,"2023-02-07 05:42:48",3
"Data Operator",data@trs.com,3,"Zieme PLC",902,"2023-02-07 05:42:48",1
"Finance Manager",finance@trs.com,4.5,"Cole Inc",265,"2023-02-07 05:42:48",4
"Randall Kreiger",lavon.kris@example.org,3.5,Klocko-Mohr,779,"2023-02-07 05:42:48",3
"Reinhold Wiza",cordie.hagenes@example.org,1,Cole-Koch,644,"2023-02-07 05:42:48",4
"Loma Spencer",eldora.quitzon@example.org,1.5,Berge-Swaniawski,515,"2023-02-07 05:42:48",2
"Isaiah Torphy",price.richard@example.org,2.5,"Kuhn Group",753,"2023-02-07 05:42:48",4
"Oda Stark",brielle.predovic@example.com,4.5,Reilly-Auer,519,"2023-02-07 05:42:48",4
"Charles Daniel",ernestina.corkery@example.com,2.5,"Bode, Cummerata and Keeling",977,"2023-02-07 05:42:48",3
"Lavinia Aufderhar",rice.jeffrey@example.net,2,"Batz LLC",697,"2023-02-07 05:42:48",3
"Izaiah Sawayn",vandervort.josianne@example.org,5,"Welch, Streich and Hahn",48,"2023-02-07 05:42:48",1
"Isaiah Torphy",price.richard@example.org,3,"Schiller PLC",304,"2023-02-07 05:42:48",2
"London Murphy",xfay@example.com,5,"Dooley Group",615,"2023-02-07 05:42:48",4
"Jedediah Ankunding",shayne.zieme@example.net,4,"Cole Inc",517,"2023-02-07 05:42:48",4
"Merl Kiehn",jmayert@example.net,1,"Batz LLC",486,"2023-02-07 05:42:48",1
"Lottie Zulauf",ocartwright@example.net,1.5,"Rempel, Nolan and Walker",5,"2023-02-07 05:42:48",3
"Maynard Klein",anabelle46@example.org,1.5,Batz-Cronin,839,"2023-02-07 05:42:48",1
"Lea Kuphal",kub.arvel@example.com,4,"Quitzon Ltd",199,"2023-02-07 05:42:48",1
"Lottie Zulauf",ocartwright@example.net,1.5,"Abernathy Inc",475,"2023-02-07 05:42:48",1
"Merl Kiehn",jmayert@example.net,2,"Dooley Inc",303,"2023-02-07 05:42:48",2
"Alysa Kuhlman",scottie87@example.org,5,"Langosh, Ruecker and Schuppe",731,"2023-02-07 05:42:48",1
